id,context,chars,source_text,translation
"ui.achievement.showMoreBadges","Interface copy (achievement screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",18,"Show more badges (",""
"ui.achievement.more","Interface copy (achievement screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",5,"more)",""
"ui.adaptiveWatering.waterYourPlantsAFew","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",117,"Water your plants a few times and Pocket Planter will learn each one's rhythm and build a personalized schedule here.",""
"ui.adaptiveWatering.aScheduleThatAdaptsTo","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",31,"A schedule that adapts to you —",""
"ui.adaptiveWatering.startingFromTypicalNeeds","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",27,"starting from typical needs",""
"ui.adaptiveWatering.thenAdjustedForTheWeather","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",32,", then adjusted for the weather.",""
"ui.adaptiveWatering.every","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",7,"Every ~",""
"ui.adaptiveWatering.learnedFromYou","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",21,"· 🧠 learned from you",""
"ui.adaptiveWatering.typical","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",9,"· typical",""
"ui.adaptiveWatering.dueNow","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",7,"Due now",""
"ui.adaptiveWatering.checkSoil","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",14,"🌧️ check soil",""
"ui.adaptiveWatering.showMorePlants","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",18,"Show more plants (",""
"ui.adaptiveWatering.more","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",5,"more)",""
"ui.adaptiveWatering.intervalLearnedFromYourWatering","Interface copy (adaptiveWatering screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",91,"🧠 = interval learned from your watering history · intervals tighten automatically in heat.",""
"ui.dataExport.export","Interface copy (dataExport screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",8,"Export ›",""
"ui.gardenShoppingList.plantedAcrossYourGardenRestock","Interface copy (gardenShoppingList screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",60,"planted across your garden — restock seeds or feed in a tap.",""
"ui.gardenShoppingList.seeds","Interface copy (gardenShoppingList screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",8,"🌱 Seeds",""
"ui.gardenShoppingList.feed","Interface copy (gardenShoppingList screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",7,"🌾 Feed",""
"ui.gardenShoppingList.showMorePlants","Interface copy (gardenShoppingList screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",18,"Show more plants (",""
"ui.gardenShoppingList.more","Interface copy (gardenShoppingList screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",5,"more)",""
"ui.gardenShoppingList.dontForgetTheBasicsCompost","Interface copy (gardenShoppingList screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",85,"🧺 Don't forget the basics: compost or potting mix, a balanced fertilizer, and mulch.",""
"ui.gardenShoppingList.shareCopyList","Interface copy (gardenShoppingList screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",20,"📤 Share / Copy List",""
"ui.globalSearchModal.searchPlantsPestsJournal","Interface copy (globalSearchModal screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",30,"Search plants, pests, journal…",""
"ui.globalSearchModal.searchAcrossYourPlantsPest","Interface copy (globalSearchModal screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",52,"Search across your plants, pest guides, and journal.",""
"ui.globalSearchModal.nothingMatches","Interface copy (globalSearchModal screen). Keep it short and idiomatic — this appears on a button, label or heading with limited room, so match the English length where you can.",17,"Nothing matches “",""
